id,struct_id,type
257,1557,ORGANIC
258,163,ORGANIC
259,3628,ORGANIC
260,2058,ORGANIC
261,3401,ORGANIC
262,2259,ORGANIC
263,1550,ORGANIC
264,2670,ORGANIC
265,2715,ORGANIC
266,89,ORGANIC
267,54,ORGANIC
268,1653,ORGANIC
269,1562,ORGANIC
270,841,ORGANIC
271,195,ORGANIC
272,124,ORGANIC
273,2085,ORGANIC
274,2148,ORGANIC
275,2123,ORGANIC
276,346,ORGANIC
277,3505,ORGANIC
278,3355,ORGANIC
279,2415,ORGANIC
280,2049,ORGANIC
281,1497,ORGANIC
282,2231,ORGANIC
283,3460,ORGANIC
284,2784,ORGANIC
285,1485,ORGANIC
286,3058,ORGANIC
287,1243,ORGANIC
288,2416,ORGANIC
289,3442,ORGANIC
290,3428,ORGANIC
291,3410,ORGANIC
292,3344,ORGANIC
293,3256,ORGANIC
294,1087,ORGANIC
295,1496,ORGANIC
296,755,ORGANIC
297,3977,ORGANIC
298,2197,ORGANIC
299,1773,ORGANIC
300,1711,ORGANIC
301,2751,ORGANIC
302,2804,ORGANIC
303,2802,ORGANIC
304,3370,ORGANIC
305,3998,ORGANIC
306,2803,ORGANIC
307,3800,ORGANIC
308,1078,ORGANIC
309,168,ORGANIC
310,3290,ORGANIC
311,1004,ORGANIC
312,1361,ORGANIC
313,1293,ORGANIC
314,3474,ORGANIC
315,1501,ORGANIC
316,738,ORGANIC
317,1311,ORGANIC
318,1622,ORGANIC
319,3405,ORGANIC
320,65,ORGANIC
321,2738,ORGANIC
322,1310,ORGANIC
323,3995,ORGANIC
324,488,ORGANIC
325,3202,ORGANIC
326,2768,ORGANIC
327,3347,ORGANIC
328,2081,ORGANIC
329,3461,ORGANIC
330,2140,ORGANIC
331,1732,ORGANIC
333,931,ORGANIC
334,2566,ORGANIC
335,2854,ORGANIC
336,3118,ORGANIC
337,2069,ORGANIC
338,2131,ORGANIC
340,52,ORGANIC
341,22,ORGANIC
342,2128,ORGANIC
343,3389,ORGANIC
344,2149,ORGANIC
345,1394,ORGANIC
346,1290,ORGANIC
347,144,ORGANIC
348,1766,ORGANIC
349,1629,ORGANIC
350,1905,ORGANIC
351,2682,ORGANIC
352,1708,ORGANIC
353,3755,ORGANIC
354,470,ORGANIC
355,2050,ORGANIC
356,1710,ORGANIC
357,3396,ORGANIC
358,3056,ORGANIC
359,1966,ORGANIC
360,947,ORGANIC
361,3067,ORGANIC
363,3260,ORGANIC
364,76,ORGANIC
365,1341,ORGANIC
366,3666,ORGANIC
367,1377,ORGANIC
368,3013,ORGANIC
370,3640,ORGANIC
372,2305,ORGANIC
373,2076,ORGANIC
374,1647,ORGANIC
375,3402,ORGANIC
376,3381,ORGANIC
377,984,ORGANIC
378,934,ORGANIC
379,3094,ORGANIC
380,2002,ORGANIC
381,3775,ORGANIC
382,2059,ORGANIC
383,1072,ORGANIC
385,2713,ORGANIC
386,2010,ORGANIC
387,423,ORGANIC
388,3762,ORGANIC
390,2021,ORGANIC
391,2664,ORGANIC
392,665,ORGANIC
393,2255,ORGANIC
394,2065,ORGANIC
395,3632,ORGANIC
396,1384,ORGANIC
397,2695,ORGANIC
398,1726,ORGANIC
399,519,ORGANIC
400,358,ORGANIC
401,602,ORGANIC
402,1670,ORGANIC
403,3745,ORGANIC
404,175,ORGANIC
405,513,ORGANIC
406,891,ORGANIC
407,1920,ORGANIC
409,3705,ORGANIC
410,2676,ORGANIC
411,66,ORGANIC
412,3426,ORGANIC
413,1694,ORGANIC
414,1100,ORGANIC
415,3627,ORGANIC
416,24,ORGANIC
417,1151,ORGANIC
418,3354,ORGANIC
419,1754,ORGANIC
420,3679,ORGANIC
422,2144,ORGANIC
423,1080,ORGANIC
424,323,ORGANIC
425,3463,ORGANIC
426,2326,ORGANIC
427,1024,ORGANIC
428,586,ORGANIC
429,3587,ORGANIC
432,3814,ORGANIC
433,988,ORGANIC
434,1083,ORGANIC
435,3403,ORGANIC
436,2051,ORGANIC
437,2632,ORGANIC
438,3577,ORGANIC
439,3509,ORGANIC
440,2146,ORGANIC
441,1721,ORGANIC
442,1081,ORGANIC
443,1646,ORGANIC
444,811,ORGANIC
445,3607,ORGANIC
447,3710,ORGANIC
449,2876,ORGANIC
450,2836,ORGANIC
451,1960,ORGANIC
452,2189,ORGANIC
453,626,ORGANIC
454,1563,ORGANIC
455,2308,ORGANIC
456,2454,ORGANIC
457,1790,ORGANIC
458,3729,ORGANIC
459,1844,ORGANIC
460,1264,ORGANIC
461,3521,ORGANIC
462,3783,ORGANIC
467,1683,ORGANIC
468,2521,ORGANIC
469,3459,ORGANIC
470,2604,ORGANIC
471,3807,ORGANIC
472,2005,ORGANIC
474,3000,ORGANIC
475,71,ORGANIC
478,1680,ORGANIC
479,1549,ORGANIC
480,3703,ORGANIC
481,3103,ORGANIC
482,3682,ORGANIC
483,788,ORGANIC
485,4072,ORGANIC
486,3266,ORGANIC
488,1401,ORGANIC
489,2075,ORGANIC
490,737,ORGANIC
491,3140,ORGANIC
492,2659,ORGANIC
493,3772,ORGANIC
494,2133,ORGANIC
495,359,ORGANIC
496,3092,ORGANIC
498,2114,ORGANIC
499,3383,ORGANIC
500,2302,ORGANIC
502,1307,ORGANIC
503,3827,ORGANIC
504,2137,ORGANIC
505,2115,ORGANIC
506,1378,ORGANIC
508,1480,ORGANIC
509,1254,ORGANIC
510,3351,ORGANIC
511,1794,ORGANIC
512,1755,ORGANIC
513,2383,ORGANIC
514,1679,ORGANIC
515,3114,ORGANIC
516,1444,ORGANIC
517,1271,ORGANIC
518,1252,ORGANIC
519,845,ORGANIC
520,74,ORGANIC
521,2620,ORGANIC
522,2618,ORGANIC
524,2307,ORGANIC
525,2381,ORGANIC
526,2314,ORGANIC
527,3583,ORGANIC
528,2786,ORGANIC
529,2485,ORGANIC
530,96,ORGANIC
531,38,ORGANIC
532,2330,ORGANIC
533,3286,ORGANIC
534,1367,ORGANIC
535,1101,ORGANIC
536,3241,ORGANIC
537,990,ORGANIC
538,2462,ORGANIC
539,935,ORGANIC
540,3269,ORGANIC
541,1180,ORGANIC
542,773,ORGANIC
543,1691,ORGANIC
544,2486,ORGANIC
545,3454,ORGANIC
547,1028,ORGANIC
548,1774,ORGANIC
549,715,ORGANIC
550,618,ORGANIC
551,1494,ORGANIC
552,2155,ORGANIC
553,289,ORGANIC
554,3362,ORGANIC
555,3678,ORGANIC
556,3446,ORGANIC
557,3455,ORGANIC
558,1493,ORGANIC
559,1009,ORGANIC
561,2427,ORGANIC
562,3490,ORGANIC
563,194,ORGANIC
564,1624,ORGANIC
565,497,ORGANIC
566,1033,ORGANIC
567,752,ORGANIC
568,485,ORGANIC
569,162,ORGANIC
570,201,ORGANIC
571,3667,ORGANIC
572,2216,ORGANIC
573,2429,ORGANIC
574,2104,ORGANIC
575,46,ORGANIC
576,3235,ORGANIC
577,270,ORGANIC
578,861,ORGANIC
579,2288,ORGANIC
580,1161,ORGANIC
581,1117,ORGANIC
582,2792,ORGANIC
583,3808,ORGANIC
584,2139,ORGANIC
585,2638,ORGANIC
586,628,ORGANIC
587,3068,ORGANIC
588,1954,ORGANIC
590,2275,ORGANIC
591,884,ORGANIC
592,1506,ORGANIC
593,1418,ORGANIC
594,177,ORGANIC
595,2122,ORGANIC
597,3409,ORGANIC
598,666,ORGANIC
599,3293,ORGANIC
600,2686,ORGANIC
602,3033,ORGANIC
603,1309,ORGANIC
604,355,ORGANIC
605,84,ORGANIC
606,3051,ORGANIC
607,3536,ORGANIC
608,3189,ORGANIC
609,2589,ORGANIC
611,165,ORGANIC
612,1015,ORGANIC
613,463,ORGANIC
614,3437,ORGANIC
615,160,ORGANIC
617,1374,ORGANIC
618,3457,ORGANIC
619,3538,ORGANIC
620,1669,ORGANIC SALT
621,3049,ORGANIC
622,1792,ORGANIC
623,3671,ORGANIC
624,169,ORGANIC
625,3818,ORGANIC
626,3544,ORGANIC
627,3264,ORGANIC
628,3061,ORGANIC SALT
629,739,ORGANIC
630,1567,ORGANIC
632,3208,ORGANIC
633,3471,ORGANIC
634,1356,ORGANIC
635,291,ORGANIC
636,1950,ORGANIC
637,1811,ORGANIC
638,1336,ORGANIC
639,1740,ORGANIC
640,2551,ORGANIC
641,3272,ORGANIC
642,1342,ORGANIC
643,3411,ORGANIC
644,669,ORGANIC
645,873,ORGANIC
646,584,ORGANIC
647,3801,ORGANIC
648,2439,ORGANIC
649,1834,ORGANIC
651,3591,ORGANIC
652,1655,ORGANIC
653,835,ORGANIC
654,3110,ORGANIC
655,3066,ORGANIC
656,2621,ORGANIC
657,3298,ORGANIC
658,2476,ORGANIC
659,153,ORGANIC
660,1366,ORGANIC
662,64,ORGANIC
663,1758,ORGANIC
664,744,ORGANIC
665,2780,ORGANIC
667,1157,ORGANIC
668,1088,ORGANIC
669,2739,ORGANIC
670,1561,ORGANIC
671,1073,ORGANIC
673,2582,ORGANIC
674,838,ORGANIC
675,3621,ORGANIC
676,2126,ORGANIC
677,874,ORGANIC
678,3088,ORGANIC
679,1098,ORGANIC
680,3704,ORGANIC
682,2125,ORGANIC
683,3851,ORGANIC
684,1407,ORGANIC
685,3819,ORGANIC
686,2999,ORGANIC
688,1806,ORGANIC
689,3602,ORGANIC
691,2702,ORGANIC
692,1346,ORGANIC
693,1332,ORGANIC
694,3690,ORGANIC
695,636,ORGANIC
696,3340,ORGANIC
697,122,ORGANIC
698,2166,ORGANIC
699,304,ORGANIC
701,1397,ORGANIC
702,2277,ORGANIC
703,1814,ORGANIC
704,1168,ORGANIC
705,286,ORGANIC
706,2558,ORGANIC
707,2700,ORGANIC
708,3433,ORGANIC
709,232,ORGANIC
711,3369,ORGANIC
712,141,ORGANIC
713,3464,ORGANIC
714,1919,ORGANIC
715,1762,ORGANIC
716,1673,ORGANIC
717,2856,ORGANIC
718,1809,ORGANIC
719,2388,ORGANIC
720,1753,ORGANIC
721,1720,ORGANIC
722,1499,ORGANIC
723,914,ORGANIC
724,2808,ORGANIC
725,2233,ORGANIC
726,3707,ORGANIC
727,1664,ORGANIC
728,2872,ORGANIC
729,1141,ORGANIC
730,335,ORGANIC
731,449,ORGANIC
732,439,ORGANIC
734,106,ORGANIC
735,971,ORGANIC
736,3635,ORGANIC
737,3201,ORGANIC
738,3539,ORGANIC
739,3379,ORGANIC
740,2120,ORGANIC
741,1339,ORGANIC
742,282,ORGANIC
743,714,ORGANIC
744,611,ORGANIC
745,512,ORGANIC
748,1941,ORGANIC
749,3462,ORGANIC
750,156,ORGANIC
751,2497,ORGANIC
752,2505,ORGANIC
753,3848,ORGANIC
754,2151,ORGANIC
755,695,ORGANIC
756,2116,ORGANIC
757,1871,ORGANIC
758,3976,ORGANIC
759,2496,ORGANIC
760,167,ORGANIC
761,3620,ORGANIC
762,451,ORGANIC
763,1146,ORGANIC
764,2649,ORGANIC
765,3021,ORGANIC
766,30,ORGANIC
769,381,ORGANIC
770,3549,ORGANIC
771,1313,ORGANIC
772,484,ORGANIC
773,4062,ORGANIC
774,2283,ORGANIC
775,1244,ORGANIC
776,3541,ORGANIC
777,3624,ORGANIC
778,3815,ORGANIC
779,1704,ORGANIC
780,2267,ORGANIC
781,1695,ORGANIC
782,4040,ORGANIC
783,81,ORGANIC
784,339,ORGANIC
785,3225,ORGANIC
787,3638,ORGANIC
788,2055,ORGANIC
789,221,ORGANIC
790,1760,ORGANIC
791,1807,ORGANIC
792,126,ORGANIC
793,1997,ORGANIC
794,4006,ORGANIC
795,638,ORGANIC
796,1578,ORGANIC
797,447,ORGANIC
798,2265,ORGANIC
799,1722,ORGANIC
800,2117,ORGANIC
801,1411,ORGANIC
802,1119,ORGANIC
803,2272,ORGANIC
804,3767,ORGANIC
805,591,ORGANIC
806,3346,ORGANIC
807,898,ORGANIC
808,2130,ORGANIC
809,1843,ORGANIC
810,56,ORGANIC
811,3793,ORGANIC
813,3038,ORGANIC
814,1693,ORGANIC
815,3047,ORGANIC
816,2385,ORGANIC
817,1074,ORGANIC
818,578,ORGANIC
819,413,ORGANIC
820,1126,ORGANIC
821,1897,ORGANIC
822,3616,ORGANIC
823,3606,ORGANIC
824,414,ORGANIC
825,3795,ORGANIC
826,2478,ORGANIC
827,1107,ORGANIC
828,3849,ORGANIC
829,3448,ORGANIC
830,3380,ORGANIC
831,2829,ORGANIC
832,2556,ORGANIC
833,441,ORGANIC
834,1136,ORGANIC
835,1257,ORGANIC
836,212,ORGANIC
837,85,ORGANIC
838,1692,ORGANIC
839,3166,ORGANIC
840,2598,ORGANIC
841,2258,ORGANIC
843,3316,ORGANIC
846,226,ORGANIC
847,2322,ORGANIC
848,496,ORGANIC
849,1938,ORGANIC
850,2095,ORGANIC
851,184,ORGANIC
852,1791,ORGANIC
853,3773,ORGANIC
854,745,ORGANIC
855,2206,ORGANIC
856,107,ORGANIC
858,1952,ORGANIC
859,790,ORGANIC
860,909,ORGANIC
861,3736,ORGANIC
862,764,ORGANIC
863,3043,ORGANIC
864,2782,ORGANIC
865,3095,ORGANIC
866,2074,ORGANIC
867,3450,ORGANIC
868,3412,ORGANIC
869,2759,ORGANIC
870,2043,ORGANIC
871,1863,ORGANIC
873,1432,ORGANIC
874,1158,ORGANIC
875,2143,ORGANIC
876,2000,ORGANIC
877,3255,ORGANIC
878,1539,ORGANIC
879,3752,ORGANIC
880,2289,ORGANIC
881,2735,ORGANIC
882,158,ORGANIC
883,704,ORGANIC
884,1883,ORGANIC
885,2309,ORGANIC
886,1406,ORGANIC
887,854,ORGANIC
888,3952,ORGANIC
889,1735,ORGANIC
890,1490,ORGANIC
891,1150,ORGANIC
892,832,ORGANIC
893,1435,ORGANIC
894,171,ORGANIC
895,3567,ORGANIC
896,1039,ORGANIC
898,3796,ORGANIC
900,2134,ORGANIC
901,1875,ORGANIC
902,2691,ORGANIC
903,1644,ORGANIC
904,1828,ORGANIC
905,1672,ORGANIC
906,164,ORGANIC
908,3512,ORGANIC
909,3445,ORGANIC
910,3629,ORGANIC
912,77,ORGANIC
913,2492,ORGANIC
914,3280,ORGANIC
915,3319,ORGANIC
916,1767,ORGANIC
917,836,ORGANIC
918,1706,ORGANIC
919,1596,ORGANIC
921,2382,ORGANIC
922,3723,ORGANIC
923,1029,ORGANIC
924,1746,ORGANIC
925,3364,ORGANIC
926,2480,ORGANIC
927,3393,ORGANIC
928,1579,ORGANIC
929,2467,ORGANIC
930,2048,ORGANIC
932,2569,ORGANIC
933,3770,ORGANIC
934,206,ORGANIC
935,265,ORGANIC
936,2270,ORGANIC
937,3817,ORGANIC
938,1505,ORGANIC
940,869,ORGANIC
941,1369,ORGANIC
942,750,ORGANIC
943,489,ORGANIC
944,1741,ORGANIC
945,2862,ORGANIC
946,2631,ORGANIC
947,3053,ORGANIC
948,2271,ORGANIC
949,1568,ORGANIC
950,967,ORGANIC
951,3701,ORGANIC
952,504,ORGANIC
954,145,ORGANIC
955,2820,ORGANIC
956,3479,ORGANIC
957,3741,ORGANIC
958,1523,ORGANIC
959,3999,ORGANIC
960,2662,ORGANIC
961,1949,ORGANIC
962,3534,ORGANIC
963,3160,ORGANIC
965,49,ORGANIC
966,649,ORGANIC
967,3387,ORGANIC
968,1140,ORGANIC
969,3497,ORGANIC
970,2323,ORGANIC
971,3792,ORGANIC
972,2428,ORGANIC
973,1958,ORGANIC
974,1719,ORGANIC
975,1182,ORGANIC
976,1002,ORGANIC
977,3981,ORGANIC
978,1839,ORGANIC
979,1575,ORGANIC
980,1491,ORGANIC
981,105,ORGANIC
982,329,ORGANIC
983,435,ORGANIC
984,3125,ORGANIC
985,1194,ORGANIC
986,3656,ORGANIC
987,3840,ORGANIC
989,2199,ORGANIC
990,3681,ORGANIC
991,1429,ORGANIC
992,421,ORGANIC
993,3054,ORGANIC
994,743,ORGANIC
995,2132,ORGANIC
996,218,ORGANIC
998,2096,ORGANIC
999,3601,ORGANIC
1000,1747,ORGANIC
1001,2418,ORGANIC
1002,2612,ORGANIC
1004,3176,ORGANIC
1005,1663,ORGANIC
1006,1856,ORGANIC
1007,3794,ORGANIC
1008,328,ORGANIC
1010,3359,ORGANIC
1012,1154,ORGANIC
1013,1498,ORGANIC
1014,2633,ORGANIC
1015,3570,ORGANIC
1016,3163,ORGANIC
1017,694,ORGANIC
1018,1479,ORGANIC
1019,394,ORGANIC
1020,770,ORGANIC
1021,3582,ORGANIC
1022,1831,ORGANIC
1023,99,ORGANIC
1024,1251,ORGANIC
1025,2121,ORGANIC
1026,944,ORGANIC
1027,2373,ORGANIC
1028,25,ORGANIC
1029,3159,ORGANIC
1030,3810,ORGANIC
1031,1219,ORGANIC
1032,2164,ORGANIC
1033,1109,ORGANIC
1034,373,ORGANIC
1035,155,ORGANIC
1036,3343,ORGANIC
1037,3658,ORGANIC
1038,1487,ORGANIC
1039,690,ORGANIC
1040,229,ORGANIC
1042,3337,ORGANIC
1043,3517,ORGANIC
1044,2023,ORGANIC
1046,2173,ORGANIC
1047,3511,ORGANIC
1048,3297,ORGANIC
1049,2703,ORGANIC
1050,847,ORGANIC
1051,614,ORGANIC
1052,1343,ORGANIC
1053,1184,ORGANIC
1054,958,ORGANIC
1055,3382,ORGANIC
1056,264,ORGANIC
1057,1696,ORGANIC
1058,1615,ORGANIC
1059,1483,ORGANIC
1061,438,ORGANIC
1062,3418,ORGANIC
1063,3376,ORGANIC
1064,1808,ORGANIC
1065,1700,ORGANIC
1066,1345,ORGANIC
1067,3506,ORGANIC
1068,1003,ORGANIC
1069,2671,ORGANIC
1070,3908,ORGANIC
1071,1690,ORGANIC
1072,1526,ORGANIC
1073,3694,ORGANIC
1074,2744,ORGANIC
1075,1946,ORGANIC
1077,72,ORGANIC
1078,1014,ORGANIC
1079,782,ORGANIC
1080,3477,ORGANIC
1081,2176,ORGANIC
1082,430,ORGANIC
1083,3633,ORGANIC
1084,2332,ORGANIC
1085,112,ORGANIC
1086,3101,ORGANIC
1087,2524,ORGANIC
1088,1041,ORGANIC
1089,1027,ORGANIC
1090,3986,ORGANIC
1091,3713,ORGANIC
1092,137,ORGANIC
1093,324,ORGANIC
1094,880,ORGANIC
1095,1724,ORGANIC
1097,1987,ORGANIC
1098,2500,ORGANIC
1099,1360,ORGANIC
1100,1739,ORGANIC
1101,3693,ORGANIC
1102,1285,ORGANIC
1103,3789,ORGANIC
1104,2392,ORGANIC
1105,196,ORGANIC
1106,117,ORGANIC
1107,3731,ORGANIC
1108,4032,ORGANIC
1109,3657,ORGANIC
1110,772,ORGANIC
1111,2213,ORGANIC
1112,754,ORGANIC
1113,2795,ORGANIC
1114,222,ORGANIC
1115,2152,ORGANIC
1116,2017,ORGANIC
1117,645,ORGANIC
1118,3712,ORGANIC
1119,405,ORGANIC
1120,2329,ORGANIC
1121,2079,ORGANIC
1122,2728,ORGANIC
1123,3664,ORGANIC
1124,2514,ORGANIC
1125,3194,ORGANIC
1126,3847,ORGANIC
1127,1891,ORGANIC
1128,3756,ORGANIC
1129,3618,ORGANIC
1130,2683,ORGANIC
1131,2282,ORGANIC
1132,3728,ORGANIC
1133,1458,ORGANIC
1134,3102,ORGANIC
1135,976,ORGANIC
1136,1684,ORGANIC
1137,1528,ORGANIC
1138,1145,ORGANIC
1139,833,ORGANIC
1140,1803,ORGANIC
1141,1899,ORGANIC
1143,3560,ORGANIC
1144,2626,ORGANIC
1145,3884,ORGANIC
1146,225,ORGANIC
1147,3691,ORGANIC
1148,1277,ORGANIC
1149,2238,ORGANIC
1150,1529,ORGANIC
1152,2594,ORGANIC
1153,3706,ORGANIC
1154,3358,ORGANIC
1155,3597,ORGANIC
1156,2527,ORGANIC
1157,2692,ORGANIC
1158,2150,ORGANIC
1159,916,ORGANIC
1160,256,ORGANIC
1161,2762,ORGANIC
1162,900,ORGANIC
1163,697,ORGANIC
1164,686,ORGANIC
1165,209,ORGANIC
1166,1540,ORGANIC
1167,1484,ORGANIC
1168,3443,ORGANIC
1169,3173,ORGANIC
1170,3813,ORGANIC
1171,3739,ORGANIC
1172,3811,ORGANIC
1173,982,ORGANIC
1174,340,ORGANIC
1175,3278,ORGANIC
1176,3111,ORGANIC
1177,3091,ORGANIC
1178,3513,ORGANIC
1179,327,ORGANIC
1180,314,ORGANIC
1181,511,ORGANIC
1182,2699,ORGANIC
1183,1079,ORGANIC
1184,1656,ORGANIC
1185,1574,ORGANIC
1186,1787,ORGANIC
1187,1651,ORGANIC
1188,1454,ORGANIC
1189,45,ORGANIC
1190,2420,ORGANIC
1191,3906,ORGANIC
1192,627,ORGANIC
1193,2616,ORGANIC
1194,37,ORGANIC
1195,3338,ORGANIC
1196,3816,ORGANIC
1197,1089,ORGANIC
1198,2851,ORGANIC
1199,789,ORGANIC
1200,3106,ORGANIC
1201,1593,ORGANIC
1202,3363,ORGANIC
1203,3317,ORGANIC
1204,3120,ORGANIC
1205,2355,ORGANIC
1207,2303,ORGANIC
1209,2266,ORGANIC
1210,1022,ORGANIC
1211,275,ORGANIC
1212,684,ORGANIC
1213,3065,ORGANIC
1214,3265,ORGANIC
1215,3313,ORGANIC
1216,3605,ORGANIC
1217,3436,ORGANIC
1218,1866,ORGANIC
1219,2652,ORGANIC
1220,2546,ORGANIC
1221,509,ORGANIC
1222,1163,ORGANIC
1223,1430,ORGANIC
1224,2402,ORGANIC
1225,2032,ORGANIC
1226,1737,ORGANIC
1227,1421,ORGANIC
1228,758,ORGANIC
1229,2024,ORGANIC
1230,1197,ORGANIC
1231,322,ORGANIC
1232,3215,ORGANIC
1233,1373,ORGANIC
1234,1085,ORGANIC
1235,424,ORGANIC
1236,132,ORGANIC
1237,2438,ORGANIC
1238,2129,ORGANIC
1239,1738,ORGANIC
1240,3672,ORGANIC
1241,2698,ORGANIC
1242,634,ORGANIC
1243,657,ORGANIC
1244,3213,ORGANIC
1245,3824,ORGANIC
1246,1748,ORGANIC
1247,3686,ORGANIC
1249,3746,ORGANIC
1250,3279,ORGANIC
1251,1697,ORGANIC
1252,630,ORGANIC
1253,705,ORGANIC
1254,1283,ORGANIC
1255,3360,ORGANIC
1256,3288,ORGANIC
1257,1677,ORGANIC
1259,2711,ORGANIC
1260,445,ORGANIC
1261,2320,ORGANIC
1262,1971,ORGANIC
1263,3156,ORGANIC
1264,3718,ORGANIC
1265,2657,ORGANIC
1268,1476,ORGANIC
1269,2522,ORGANIC
1270,2510,ORGANIC
1271,2290,ORGANIC
1272,3192,ORGANIC
1273,2094,ORGANIC
1274,3595,ORGANIC
1275,2610,ORGANIC
1276,1796,ORGANIC
1277,3569,ORGANIC
1278,2483,ORGANIC
1279,3413,ORGANIC
1280,103,ORGANIC
1281,3805,ORGANIC
1282,2027,ORGANIC
1283,1816,ORGANIC
1284,224,ORGANIC
1285,2832,ORGANIC
1286,3787,ORGANIC
1287,596,ORGANIC
1288,3689,ORGANIC
1289,959,ORGANIC
1290,317,ORGANIC
1291,1904,ORGANIC
1292,870,ORGANIC
1293,3486,ORGANIC
1294,3044,ORGANIC
1295,2750,ORGANIC
1296,255,ORGANIC
1297,812,ORGANIC
1298,749,ORGANIC
1299,4025,ORGANIC
1300,2861,ORGANIC
1301,2818,ORGANIC
1302,90,ORGANIC
1303,2845,ORGANIC
1304,3059,ORGANIC
1305,2529,ORGANIC
1306,2520,ORGANIC
1307,228,ORGANIC
1308,506,ORGANIC
1309,1786,ORGANIC
1310,3680,ORGANIC
1311,2195,ORGANIC
1312,604,ORGANIC
1313,1930,ORGANIC
1314,3301,ORGANIC
1315,3310,ORGANIC
1316,4031,ORGANIC
1317,2098,ORGANIC
1318,839,ORGANIC
1319,2386,ORGANIC
1320,875,ORGANIC
1321,3845,ORGANIC
1322,1825,ORGANIC
1323,863,ORGANIC
1324,2295,ORGANIC
1325,1008,ORGANIC
1326,3835,ORGANIC
1327,2516,ORGANIC
1328,2393,ORGANIC
1330,1999,ORGANIC
1331,1852,ORGANIC
1332,840,ORGANIC
1333,369,ORGANIC
1334,2234,ORGANIC
1336,1552,ORGANIC
1337,1023,ORGANIC
1338,2512,ORGANIC
1339,2696,ORGANIC
1340,3188,ORGANIC
1341,1368,ORGANIC
1342,962,ORGANIC
1343,2701,ORGANIC
1344,3747,ORGANIC
1345,3334,ORGANIC
1346,816,ORGANIC
1347,693,ORGANIC
1348,605,ORGANIC
1349,1654,ORGANIC
1350,3427,ORGANIC
1351,53,ORGANIC
1352,3702,ORGANIC
1353,1253,ORGANIC
1354,189,ORGANIC
1355,1776,ORGANIC
1357,505,ORGANIC
1358,3134,ORGANIC
1359,3832,ORGANIC
1361,1900,ORGANIC
1362,842,ORGANIC
1364,3131,ORGANIC
1365,433,ORGANIC
1366,2868,ORGANIC
1367,1858,ORGANIC
1368,3661,ORGANIC
1369,2110,ORGANIC
1370,2464,ORGANIC
1371,1057,ORGANIC
1372,3153,ORGANIC
1373,2167,ORGANIC
1375,3384,ORGANIC
1378,2697,ORGANIC
1379,2007,ORGANIC
1381,2479,ORGANIC
1382,1826,ORGANIC
1383,2663,ORGANIC
1384,518,ORGANIC
1385,603,ORGANIC
1386,3636,ORGANIC
1388,3451,ORGANIC
1389,3179,ORGANIC
1391,2783,ORGANIC
1392,1879,ORGANIC
1393,2403,ORGANIC
1395,616,ORGANIC
1396,1448,RADIOPHARMACEUTICAL
1397,55,ORGANIC
1398,1928,ORGANIC
1399,70,ORGANIC
1400,3784,ORGANIC
1401,1379,ORGANIC
1402,1777,ORGANIC
1403,2159,ORGANIC
1404,3822,ORGANIC
1405,751,ORGANIC
1406,2299,ORGANIC
1407,253,ORGANIC
1408,1223,ORGANIC
1409,2156,ORGANIC
1410,3558,ORGANIC
1411,747,ORGANIC
1412,3588,ORGANIC
1413,1830,ORGANIC
1414,1643,ORGANIC
1415,3034,ORGANIC
1416,1097,ORGANIC
1417,622,ORGANIC
1418,3377,ORGANIC
1419,673,ORGANIC
1420,269,ORGANIC
1421,3750,ORGANIC
1422,1019,ORGANIC
1423,996,ORGANIC
1424,51,ORGANIC
1426,2813,ORGANIC
1427,1634,ORGANIC
1428,180,ORGANIC
1429,3206,ORGANIC
1430,2106,ORGANIC
1432,2718,ORGANIC
1433,3983,ORGANIC
1434,2099,ORGANIC
1435,2526,ORGANIC
1436,2502,ORGANIC
1437,3619,ORGANIC
1438,2311,ORGANIC
1439,804,ORGANIC
1440,3874,ORGANIC
1441,993,ORGANIC
1442,3154,ORGANIC
1443,2763,ORGANIC
1444,915,ORGANIC
1445,1276,ORGANIC
1446,675,ORGANIC
1447,42,ORGANIC
1448,639,ORGANIC
1450,2009,ORGANIC
1451,2357,ORGANIC
1452,3190,ORGANIC
1453,1855,ORGANIC
1454,1555,ORGANIC
1455,956,ORGANIC
1457,1159,ORGANIC
1458,2440,ORGANIC
1459,1576,ORGANIC
1460,1196,ORGANIC
1461,2519,ORGANIC
1462,2517,ORGANIC
1463,2515,ORGANIC
1464,2511,ORGANIC
1465,2138,ORGANIC
1466,1477,ORGANIC
1468,1398,ORGANIC
1469,3769,ORGANIC
1470,3291,ORGANIC
1471,3634,ORGANIC
1472,1427,ORGANIC
1473,1376,ORGANIC
1474,288,ORGANIC
1475,3323,ORGANIC
1477,1193,ORGANIC
1479,1945,ORGANIC
1480,2756,ORGANIC
1481,1442,ORGANIC
1483,3709,ORGANIC
1484,104,ORGANIC
1485,3466,ORGANIC
1486,2142,ORGANIC
1487,920,ORGANIC
1488,3652,ORGANIC
1489,2603,ORGANIC
1490,142,ORGANIC
1491,1925,ORGANIC
1492,303,ORGANIC
1493,3871,ORGANIC
1494,2812,ORGANIC
1496,223,ORGANIC
1497,1000,ORGANIC
1498,4086,ORGANIC SALT
1499,3400,ORGANIC
1500,2731,ORGANIC
1501,2387,ORGANIC
1502,2057,ORGANIC
1503,98,ORGANIC
1504,461,ORGANIC
1505,1560,ORGANIC
1506,2770,ORGANIC
