struct_id,atc_code,id
741,D11AH03,1264
3862,D11AH04,1265
5224,D11AH05,1266
5201,D11AH06,1267
1814,D11AX01,1268
1276,D11AX02,1269
4348,D11AX03,1270
4590,D11AX04,1271
4290,D11AX05,1272
4221,D11AX06,1273
3611,D11AX08,1274
2005,D11AX09,1275
1171,D11AX10,1276
3282,D11AX11,1277
4248,D11AX12,1278
1834,D11AX13,1279
990,D11AX16,1280
865,D11AX18,1281
395,D11AX21,1282
3972,D11AX22,1283
2049,D11AX23,1284
4988,D11AX24,1285
3281,D11AX25,1286
463,D11AX26,1287
1977,G01AA01,1288
1885,G01AA02,1289
197,G01AA03,1290
4424,G01AA04,1291
589,G01AA05,1292
4783,G01AA06,1293
2041,G01AA07,1294
507,G01AA08,1295
4776,G01AA09,1296
678,G01AA10,1297
3254,G01AA11,1298
55,G01AB01,1299
1457,G01AC01,1300
681,G01AC02,1301
3095,G01AC03,1302
4376,G01AC05,1303
412,G01AC06,1304
3290,G01AC30,1305
1533,G01AD01,1306
4211,G01AD02,1307
4072,G01AD03,1308
4724,G01AE01,1309
1790,G01AF01,1310
719,G01AF02,1311
1800,G01AF04,1312
983,G01AF05,1313
1997,G01AF06,1314
3309,G01AF07,1315
2675,G01AF08,1316
1527,G01AF11,1317
1166,G01AF12,1318
264,G01AF13,1319
4025,G01AF14,1320
450,G01AF15,1321
1991,G01AF16,1322
3408,G01AF17,1323
1227,G01AF18,1324
2434,G01AF19,1325
2599,G01AG02,1326
4395,G01AX01,1327
3301,G01AX02,1328
4691,G01AX03,1329
1926,G01AX05,1330
1257,G01AX06,1331
4670,G01AX09,1332
4249,G01AX11,1333
636,G01AX12,1334
3498,G01AX13,1335
3277,G01AX16,1336
1764,G02AB01,1337
1042,G02AB03,1338
912,G02AD01,1339
913,G02AD02,1340
1284,G02AD03,1341
502,G02AD04,1342
2538,G02AD05,1343
1817,G02AD06,1344
2390,G02CA01,1345
1976,G02CA02,1346
1155,G02CA03,1347
403,G02CB01,1348
1588,G02CB02,1349
460,G02CB03,1350
2339,G02CB04,1351
1723,G02CB05,1352
2601,G02CB06,1353
1407,G02CC01,1354
1883,G02CC02,1355
3881,G02CC03,1356
1203,G02CC04,1357
3008,G02CX01,1358
5022,G02CX02,1359
5329,G02CX05,1360
1962,G03AC01,1361
1620,G03AC02,1362
1572,G03AC03,1363
1659,G03AC06,1364
3205,G03AC07,1365
1110,G03AC08,1366
818,G03AC09,1367
968,G03AC10,1368
1572,G03AD01,1369
4166,G03AD02,1370
1210,G03BA01,1371
3356,G03BA02,1372
2607,G03BA03,1373
3342,G03BB01,1374
3927,G03BB02,1375
1082,G03CA01,1376
1057,G03CA03,1377
3187,G03CA04,1378
610,G03CA06,1379
3188,G03CA07,1380
4023,G03CA09,1381
4855,G03CA57,1382
870,G03CB01,1383
875,G03CB02,1384
1731,G03CB03,1385
3366,G03CB04,1386
870,G03CC02,1387
1731,G03CC03,1388
3188,G03CC04,1389
875,G03CC05,1390
3187,G03CC06,1391
2655,G03CX01,1392
4563,G03DA01,1393
1659,G03DA02,1394
2279,G03DA04,1395
975,G03DB01,1396
1657,G03DB03,1397
4567,G03DB04,1398
803,G03DB05,1399
600,G03DB06,1400
2285,G03DB07,1401
871,G03DB08,1402
125,G03DC01,1403
1962,G03DC02,1404
1620,G03DC03,1405
1084,G03DC04,1406
1095,G03DC06,1407
1970,G03DC31,1408
3356,G03EK01,1409
5196,G03GA01,1410
4928,G03GA04,1411
4928,G03GA05,1412
4928,G03GA06,1413
4929,G03GA07,1414
5149,G03GA08,1415
5245,G03GA09,1416
4928,G03GA10,1417
753,G03GB01,1418
700,G03GB02,1419
1026,G03GB03,1420
779,G03XA01,1421
1292,G03XA02,1422
1805,G03XB01,1423
4166,G03XB02,1424
2351,G03XC01,1425
4334,G03XC02,1426
4308,G03XC03,1427
570,G03XC04,1428
4749,G03XC05,1429
795,G03XX01,1430
4350,G04BA01,1431
4201,G04BA03,1432
1000,G04BD01,1433
1175,G04BD02,1434
3756,G04BD03,1435
2028,G04BD04,1436
2603,G04BD05,1437
2300,G04BD06,1438
2705,G04BD07,1439
2457,G04BD08,1440
2776,G04BD09,1441
784,G04BD10,1442
4191,G04BD11,1443
4382,G04BD12,1444
138,G04BE01,1445
2056,G04BE02,1446
2441,G04BE03,1447
3659,G04BE04,1448
1855,G04BE06,1449
228,G04BE07,1450
2553,G04BE08,1451
2809,G04BE09,1452
4305,G04BE10,1453
4141,G04BE11,1454
4244,G04BX01,1455
58,G04BX03,1456
2120,G04BX06,1457
4723,G04BX10,1458
3462,G04BX12,1459
906,G04BX13,1460
4381,G04BX14,1461
2097,G04BX15,1462
2676,G04BX16,1463
115,G04CA01,1464
2562,G04CA02,1465
3584,G04CA03,1466
4151,G04CA04,1467
1171,G04CB01,1468
973,G04CB02,1469
4776,G04CX03,1470
4931,H01AA01,1471
4516,H01AA02,1472
4930,H01AB01,1473
4848,H01AC01,1474
5042,H01AC02,1475
5009,H01AC03,1476
2433,H01AC04,1477
5197,H01AC05,1478
4170,H01AC06,1479
5413,H01AC07,1480
5015,H01AX01,1481
817,H01BA02,1482
2959,H01BA03,1483
2967,H01BA04,1484
4679,H01BA05,1485
3126,H01BB01,1486
2042,H01BB02,1487
495,H01BB03,1488
2958,H01CA01,1489
1868,H01CA02,1490
2997,H01CB01,1491
1980,H01CB02,1492
1546,H01CB03,1493
4329,H01CB05,1494
1279,H01CC01,1495
583,H01CC02,1496
5293,H01CC03,1497
111,H02AA01,1498
820,H02AA03,1499
348,H02AB01,1500
824,H02AB02,1501
1206,H02AB03,1502
1768,H02AB04,1503
2245,H02AB06,1504
2253,H02AB07,1505
2725,H02AB08,1506
1388,H02AB09,1507
2254,H02AB11,1508
2384,H02AB12,1509
793,H02AB13,1510
709,H02AB14,1511
1702,H02AB15,1512
736,H02AB17,1513
2746,H02CA01,1514
5384,H02CA02,1515
1527,H02CA03,1516
2646,H03AA01,1517
1585,H03AA02,1518
3611,H03AA04,1519
1773,H03BA01,1520
2308,H03BA02,1521
339,H03BA03,1522
497,H03BB01,1523
1745,H03BB02,1524
4698,H03BC01,1525
3146,H03BX01,1526
4413,H03BX02,1527
2994,H04AA01,1528
4514,H05AA02,1529
4936,H05AA03,1530
5232,H05AA04,1531
2989,H05BA01,1532
4429,H05BA02,1533
4427,H05BA03,1534
994,H05BA04,1535
647,H05BX01,1536
2066,H05BX02,1537
957,H05BX03,1538
5181,H05BX04,1539
464,H05BX05,1540
802,J01AA01,1541
961,J01AA02,1542
624,J01AA03,1543
1619,J01AA04,1544
1727,J01AA05,1545
2041,J01AA06,1546
2611,J01AA07,1547
1813,J01AA08,1548
2399,J01AA09,1549
2084,J01AA10,1550
702,J01AA11,1551
2661,J01AA12,1552
5298,J01AA14,1553
5299,J01AA15,1554
589,J01BA01,1555
2624,J01BA02,1556
198,J01CA01,1557
2218,J01CA02,1558
492,J01CA03,1559
192,J01CA04,1560
508,J01CA05,1561
280,J01CA06,1562
1025,J01CA07,1563
2219,J01CA08,1564
277,J01CA09,1565
1795,J01CA10,1566
1648,J01CA11,1567
2187,J01CA12,1568
2656,J01CA13,1569
1718,J01CA14,1570
2554,J01CA15,1571
4052,J01CA16,1572
2587,J01CA17,1573
1363,J01CA18,1574
248,J01CA19,1575
2082,J01CE01,1576
2083,J01CE02,1577
2297,J01CE03,1578
273,J01CE04,1579
2124,J01CE05,1580
2077,J01CE06,1581
699,J01CE07,1582
4347,J01CE08,1583
4459,J01CE09,1584
4440,J01CE10,1585
866,J01CF01,1586
720,J01CF02,1587
1744,J01CF03,1588
2006,J01CF04,1589
1183,J01CF05,1590
1869,J01CF06,1591
2492,J01CG01,1592
2572,J01CG02,1593
2539,J01CR04,1594
571,J01DB01,1595
573,J01DB02,1596
574,J01DB03,1597
530,J01DB04,1598
526,J01DB05,1599
3071,J01DB06,1600
529,J01DB07,1601
575,J01DB08,1602
576,J01DB09,1603
524,J01DB10,1604
557,J01DB11,1605
561,J01DB12,1606
550,J01DC01,1607
565,J01DC02,1608
527,J01DC03,1609
525,J01DC04,1610
547,J01DC05,1611
542,J01DC06,1612
548,J01DC07,1613
1603,J01DC08,1614
539,J01DC09,1615
556,J01DC10,1616
544,J01DC11,1617
540,J01DC12,1618
3072,J01DC13,1619
1179,J01DC14,1620
546,J01DD01,1621
559,J01DD02,1622
558,J01DD03,1623
564,J01DD04,1624
538,J01DD05,1625
1851,J01DD06,1626
563,J01DD07,1627
537,J01DD08,1628
541,J01DD09,1629
3074,J01DD10,1630
552,J01DD11,1631
543,J01DD12,1632
562,J01DD14,1633
533,J01DD15,1634
4159,J01DD17,1635
3076,J01DD18,1636
535,J01DE01,1637
553,J01DE02,1638
551,J01DE03,1639
279,J01DF01,1640
521,J01DF02,1641
1709,J01DH02,1642
1046,J01DH03,1643
4149,J01DH04,1644
365,J01DH05,1645
2574,J01DH06,1646
4402,J01DI01,1647
4169,J01DI02,1648
1131,J01DI03,1649
5352,J01DI04,1650
2755,J01EA01,1651
398,J01EA02,1652
4573,J01EA03,1653
2526,J01EB01,1654
2512,J01EB02,1655
2502,J01EB03,1656
2524,J01EB04,1657
2529,J01EB05,1658
2521,J01EB06,1659
2527,J01EB07,1660
3567,J01EB08,1661
2514,J01EC01,1662
2500,J01EC02,1663
2520,J01EC03,1664
2501,J01ED01,1665
2517,J01ED02,1666
2513,J01ED03,1667
2511,J01ED04,1668
2515,J01ED05,1669
2522,J01ED06,1670
2510,J01ED07,1671
2523,J01ED08,1672
2509,J01ED09,1673
1048,J01FA01,1674
4711,J01FA02,1675
1861,J01FA03,1676
1983,J01FA05,1677
2410,J01FA06,1678
1518,J01FA07,1679
2769,J01FA08,1680
668,J01FA09,1681
276,J01FA10,1682
1815,J01FA11,1683
2398,J01FA12,1684
925,J01FA13,1685
1221,J01FA14,1686
2581,J01FA15,1687
678,J01FF01,1688
1582,J01FF02,1689
3489,J01FG01,1690
2481,J01GA01,1691
4722,J01GA02,1692
2684,J01GB01,1693
4265,J01GB03,1694
1519,J01GB04,1695
4247,J01GB05,1696
157,J01GB06,1697
1903,J01GB07,1698
2447,J01GB08,1699
855,J01GB09,1700
3526,J01GB10,1701
1486,J01GB11,1702
235,J01GB12,1703
1520,J01GB13,1704
5287,J01GB14,1705
1981,J01MA01,1706
659,J01MA02,1707
2071,J01MA03,1708
1013,J01MA04,1709
2584,J01MA05,1710
1967,J01MA06,1711
1594,J01MA07,1712
1177,J01MA08,1713
2466,J01MA09,1714
2412,J01MA10,1715
1330,J01MA11,1716
1569,J01MA12,1717
2777,J01MA13,1718
1854,J01MA14,1719
1286,J01MA15,1720
1280,J01MA16,1721
2325,J01MA17,1722
2070,J01MA18,1723
4053,J01MA19,1724
2449,J01MA21,1725
2710,J01MA22,1726
5238,J01MA23,1727
5370,J01MA25,1728
83,J01MB01,1729
1875,J01MB02,1730
2209,J01MB03,1731
2184,J01MB04,1732
2024,J01MB05,1733
657,J01MB06,1734
1197,J01MB07,1735
5079,J01MB08,1736
2807,J01XA01,1737
2998,J01XA02,1738
4116,J01XA03,1739
777,J01XA04,1740
4678,J01XA05,1741
4425,J01XB01,1742
4246,J01XB02,1743
1261,J01XC01,1744
1790,J01XD01,1745
2671,J01XD02,1746
1997,J01XD03,1747
1949,J01XE01,1748
1930,J01XE02,1749
4869,J01XE03,1750
1243,J01XX01,1751
2851,J01XX02,1752
3109,J01XX03,1753
2468,J01XX04,1754
3344,J01XX05,1755
1629,J01XX06,1756
1954,J01XX07,1757
1584,J01XX08,1758
783,J01XX09,1759
281,J01XX10,1760
5348,J01XX12,1761
197,J02AA01,1762
4783,J02AA02,1763
1800,J02AB01,1764
1527,J02AB02,1765
1187,J02AC01,1766
1513,J02AC02,1767
2846,J02AC03,1768
3483,J02AC04,1769
1188,J02AX01,1770
2977,J02AX04,1771
1798,J02AX05,1772
4357,J02AX06,1773
2050,J04AA01,1774
2050,J04AA02,1775
2050,J04AA03,1776
759,J04AB01,1777
2377,J04AB02,1778
4817,J04AB03,1779
2376,J04AB04,1780
2378,J04AB05,1781
3180,J04AB06,1782
3063,J04AB30,1783
1497,J04AC01,1784
2314,J04AD01,1785
2673,J04AD02,1786
1083,J04AD03,1787
2328,J04AK01,1788
1073,J04AK02,1789
2602,J04AK03,1790
1843,J04AK04,1791
4741,J04AK05,1792
4819,J04AK06,1793
2631,J04AK07,1794
5344,J04AK08,1795
692,J04BA01,1796
782,J04BA02,1797
2533,J04BA03,1798
1746,J05AA01,1799
85,J05AB01,1800
1417,J05AB02,1801
2818,J05AB03,1802
1277,J05AB06,1803
1128,J05AB09,1804
2798,J05AB11,1805
639,J05AB12,1806
2079,J05AB13,1807
2801,J05AB14,1808
397,J05AB15,1809
2383,J05AC02,1810
3634,J05AC03,1811
1241,J05AD01,1812
2422,J05AE01,1813
1437,J05AE02,1814
2391,J05AE03,1815
1893,J05AE04,1816
200,J05AE05,1817
1240,J05AE07,1818
254,J05AE08,1819
3609,J05AE09,1820
4143,J05AE10,1821
2861,J05AF01,1822
869,J05AF02,1823
2856,J05AF03,1824
2478,J05AF04,1825
1539,J05AF05,1826
34,J05AF06,1827
2593,J05AF07,1828
88,J05AF08,1829
1003,J05AF09,1830
1019,J05AF10,1831
4220,J05AF11,1832
4394,J05AF12,1833
4944,J05AF13,1834
1904,J05AG01,1835
799,J05AG02,1836
989,J05AG03,1837
1115,J05AG04,1838
4174,J05AG05,1839
5295,J05AG06,1840
2859,J05AH01,1841
2001,J05AH02,1842
4823,J05AH03,1843
2352,J05AJ01,1844
4300,J05AJ02,1845
4805,J05AJ03,1846
5440,J05AJ04,1847
2373,J05AP01,1848
4173,J05AP02,1849
4172,J05AP03,1850
4812,J05AP05,1851
4889,J05AP06,1852
4875,J05AP07,1853
4811,J05AP08,1854
4914,J05AP09,1855
5080,J05AP10,1856
5081,J05AP11,1857
1844,J05AX01,1858
4576,J05AX05,1859
4690,J05AX06,1860
1010,J05AX07,1861
1635,J05AX09,1862
4868,J05AX13,1863
5262,J05AX18,1864
5279,J05AX23,1865
5291,J05AX24,1866
5301,J05AX25,1867
5266,J05AX26,1868
4887,J05AX27,1869
5417,J05AX28,1870
5401,J05AX29,1871
4935,J06BB16,1872
4961,J06BB18,1873
5186,J06BB21,1874
5094,J06BB22,1875
758,L01AA01,1876
588,L01AA02,1877
1678,L01AA03,1878
1647,L01AA05,1879
1421,L01AA06,1880
2766,L01AA07,1881
2244,L01AA08,1882
302,L01AA09,1883
438,L01AB01,1884
2718,L01AB02,1885
4598,L01AB03,1886
2638,L01AC01,1887
4372,L01AC02,1888
503,L01AC03,1889
512,L01AD01,1890
1596,L01AD02,1891
4704,L01AD03,1892
2483,L01AD04,1893
1249,L01AD05,1894
3384,L01AD06,1895
3519,L01AD07,1896
2795,L01AD08,1897
3213,L01AG01,1898
858,L01AX01,1899
2192,L01AX02,1900
2589,L01AX03,1901
773,L01AX04,1902
1751,L01BA01,1903
2353,L01BA03,1904
2073,L01BA04,1905
4117,L01BA05,1906
1708,L01BB02,1907
2632,L01BB03,1908
667,L01BB04,1909
691,L01BB06,1910
1892,L01BB07,1911
770,L01BC01,1912
26,L01BC02,1913
4398,L01BC03,1914
511,L01BC04,1915
1283,L01BC05,1916
480,L01BC06,1917
25,L01BC07,1918
790,L01BC08,1919
1184,L01BC09,1920
2823,L01CA01,1921
2825,L01CA02,1922
2826,L01CA03,1923
2827,L01CA04,1924
3644,L01CA05,1925
4831,L01CA06,1926
1112,L01CB01,1927
2590,L01CB02,1928
4375,L01CC01,1929
2044,L01CD01,1930
939,L01CD02,1931
4153,L01CD04,1932
2707,L01CE01,1933
1482,L01CE02,1934
296,L01CE04,1935
4633,L01CX01,1936
774,L01DA01,1937
960,L01DB01,1938
786,L01DB02,1939
1030,L01DB03,1940
80,L01DB04,1941
2874,L01DB05,1942
1414,L01DB06,1943
1821,L01DB07,1944
2198,L01DB08,1945
2805,L01DB09,1946
202,L01DB10,1947
4330,L01DB11,1948
4742,L01DC01,1949
2223,L01DC02,1950
1819,L01DC03,1951
1517,L01DC04,1952
1423,L01EA01,1953
785,L01EA02,1954
1932,L01EA03,1955
4359,L01EA04,1956
4716,L01EA05,1957
1282,L01EB01,1958
1045,L01EB02,1959
4318,L01EB03,1960
5062,L01EB04,1961
5210,L01EB06,1962
5297,L01EB07,1963
5209,L01EB08,1964
4185,L01EC01,1965
4801,L01EC02,1966
5289,L01EC03,1967
4187,L01ED01,1968
4866,L01ED02,1969
4937,L01ED03,1970
5233,L01ED04,1971
5302,L01ED05,1972
4802,L01EE01,1973
5046,L01EE02,1974
5290,L01EE03,1975
5388,L01EE04,1976
4941,L01EF01,1977
5218,L01EF02,1978
5259,L01EF03,1979
4161,L01EG01,1980
1118,L01EG02,1981
4778,L01EG03,1982
1548,L01EH01,1983
5252,L01EH02,1984
5389,L01EH03,1985
4190,L01EJ01,1986
5347,L01EJ02,1987
4225,L01EK01,1988
5258,L01EK03,1989
4810,L01EL01,1990
5260,L01EL02,1991
5353,L01EL03,1992
4878,L01EM01,1993
5256,L01EM02,1994
5328,L01EM03,1995
5296,L01EM04,1996
2544,L01EX01,1997
2459,L01EX02,1998
4118,L01EX03,1999
4178,L01EX04,2000
4654,L01EX05,2001
4715,L01EX07,2002
4942,L01EX08,2003
4903,L01EX09,2004
5231,L01EX10,2005
5341,L01EX11,2006
5305,L01EX12,2007
5306,L01EX13,2008
5345,L01EX14,2009
5343,L01EX15,2010
5327,L01EX16,2011
5392,L01EX17,2012
5379,L01EX18,2013
5394,L01EX19,2014
5390,L01EX20,2015
5424,L01EX21,2016
4392,L01XA01,2017
4133,L01XA02,2018
4210,L01XA03,2019
4703,L01XA04,2020
2272,L01XB01,2021
4975,L01XC02,2022
4979,L01XC03,2023
4980,L01XC05,2024
4954,L01XC06,2025
4956,L01XC07,2026
4955,L01XC08,2027
4951,L01XC10,2028
4958,L01XC11,2029
4964,L01XC12,2030
4957,L01XC13,2031
4990,L01XC14,2032
4983,L01XC15,2033
4923,L01XC17,2034
4924,L01XC18,2035
4915,L01XC19,2036
4917,L01XC21,2037
5071,L01XC22,2038
5072,L01XC23,2039
5063,L01XC24,2040
5031,L01XC25,2041
5247,L01XC26,2042
5183,L01XC27,2043
5234,L01XC28,2044
5221,L01XC31,2045
5151,L01XC32,2046
5317,L01XC33,2047
5314,L01XC34,2048
5404,L01XC35,2049
5366,L01XC36,2050
5333,L01XC37,2051
5385,L01XC38,2052
5405,L01XC39,2053
5451,L01XC40,2054
5367,L01XC41,2055
4021,L01XD01,2056
168,L01XD03,2057
166,L01XD04,2058
2588,L01XD05,2059
4465,L01XD06,2060
5273,L01XD07,2061
2722,L01XF01,2062
3862,L01XF02,2063
361,L01XF03,2064
391,L01XG01,2065
4483,L01XG02,2066
5067,L01XG03,2067
4124,L01XH01,2068
4119,L01XH02,2069
4682,L01XH03,2070
4876,L01XH04,2071
4227,L01XJ01,2072
5008,L01XJ02,2073
5304,L01XJ03,2074
4907,L01XK01,2075
5222,L01XK02,2076
5203,L01XK03,2077
5300,L01XK04,2078
203,L01XX01,2079
5070,L01XX02,2080
141,L01XX03,2081
1399,L01XX05,2082
1598,L01XX07,2083
2098,L01XX08,2084
1637,L01XX10,2085
1065,L01XX11,2086
3362,L01XX16,2087
3605,L01XX18,2088
1820,L01XX23,2089
5082,L01XX24,2090
244,L01XX27,2091
5087,L01XX29,2092
568,L01XX33,2093
209,L01XX35,2094
4677,L01XX40,2095
4171,L01XX41,2096
4916,L01XX44,2097
5180,L01XX51,2098
5133,L01XX52,2099
5251,L01XX59,2100
5292,L01XX62,2101
5330,L01XX66,2102
5323,L01XX67,2103
5398,L01XX69,2104
875,L02AA01,2105
3482,L02AA02,2106
1082,L02AA03,2107
3248,L02AA04,2108
1659,L02AB02,2109
4563,L02AB03,2110
436,L02AE01,2111
1559,L02AE02,2112
1327,L02AE03,2113
2968,L02AE04,2114
2975,L02AE05,2115
2561,L02BA01,2116
2709,L02BA02,2117
1255,L02BA03,2118
1223,L02BB01,2119
1933,L02BB02,2120
367,L02BB03,2121
4628,L02BB04,2122
5278,L02BB05,2123
5334,L02BB06,2124
164,L02BG01,2125
1238,L02BG02,2126
210,L02BG03,2127
1556,L02BG04,2128
3651,L02BG05,2129
1122,L02BG06,2130
35,L02BX01,2131
4379,L02BX02,2132
4987,L03AA02,2133
5025,L03AA09,2134
5167,L03AA10,2135
4986,L03AA13,2136
4991,L03AA14,2137
5205,L03AB05,2138
5139,L03AB07,2139
5140,L03AB08,2140
5164,L03AB10,2141
5158,L03AB11,2142
5137,L03AB13,2143
5338,L03AB15,2144
5011,L03AC01,2145
5026,L03AC02,2146
2987,L03AX01,2147
3532,L03AX02,2148
5206,L03AX04,2149
2164,L03AX05,2150
2645,L03AX09,2151
5212,L03AX11,2152
4880,L03AX13,2153
1375,L03AX14,2154
2960,L03AX15,2155
4410,L03AX16,2156
4853,L03AX18,2157
5318,L03AX21,2158
5177,L04AA02,2159
1860,L04AA06,2160
2446,L04AA10,2161
1552,L04AA13,2162
5088,L04AA15,2163
1118,L04AA18,2164
1347,L04AA19,2165
4959,L04AA21,2166
4970,L04AA23,2167
5089,L04AA24,2168
4969,L04AA25,2169
4949,L04AA26,2170
4167,L04AA27,2171
5091,L04AA28,2172
4713,L04AA29,2173
4634,L04AA31,2174
4829,L04AA32,2175
4982,L04AA33,2176
4909,L04AA34,2177
5223,L04AA36,2178
5202,L04AA37,2179
5383,L04AA38,2180
5320,L04AA39,2181
667,L04AA40,2182
5418,L04AA41,2183
5326,L04AA42,2184
5322,L04AA43,2185
5346,L04AA44,2186
5419,L04AA45,2187
5397,L04AA47,2188
4978,L04AB01,2189
4974,L04AB02,2190
4904,L04AB04,2191
4968,L04AB05,2192
4967,L04AB06,2193
4953,L04AC01,2194
4940,L04AC02,2195
5017,L04AC03,2196
5105,L04AC04,2197
4966,L04AC05,2198
4933,L04AC07,2199
4952,L04AC08,2200
4934,L04AC10,2201
4977,L04AC11,2202
5179,L04AC12,2203
5083,L04AC13,2204
5237,L04AC14,2205
5246,L04AC16,2206
5281,L04AC17,2207
5337,L04AC18,2208
5409,L04AC19,2209
760,L04AD01,2210
2552,L04AD02,2211
4366,L04AD03,2212
269,L04AX01,2213
2616,L04AX02,2214
1751,L04AX03,2215
3317,L04AX04,2216
4224,L04AX05,2217
4746,L04AX06,2218
4757,L04AX07,2219
2145,M01AA01,2220
1828,M01AA02,2221
2036,M01AA03,2222
4335,M01AA05,2223
1522,M01AA06,2224
1440,M01AB01,2225
2534,M01AB02,2226
2699,M01AB03,2227
2871,M01AB04,2228
865,M01AB05,2229
107,M01AB06,2230
426,M01AB07,2231
1103,M01AB08,2232
1597,M01AB09,2233
1165,M01AB10,2234
47,M01AB11,2235
919,M01AB12,2236
2008,M01AB13,2237
2280,M01AB14,2238
1529,M01AB15,2239
43,M01AB16,2240
3047,M01AB17,2241
2210,M01AC01,2242
2595,M01AC02,2243
970,M01AC04,2244
1609,M01AC05,2245
1676,M01AC06,2246
1407,M01AE01,2247
1883,M01AE02,2248
1528,M01AE03,2249
1154,M01AE04,2250
1145,M01AE05,2251
311,M01AE06,2252
2546,M01AE07,2253
2213,M01AE08,2254
1219,M01AE09,2255
1442,M01AE10,2256
2652,M01AE11,2257
2013,M01AE12,2258
1411,M01AE13,2259
3851,M01AE14,2260
1203,M01AE15,2261
126,M01AE16,2262
833,M01AE17,2263
4674,M01AE18,2264
1663,M01AG01,2265
2698,M01AG02,2266
1193,M01AG03,2267
1650,M01AG04,2268
568,M01AH01,2269
2397,M01AH02,2270
2799,M01AH03,2271
2063,M01AH04,2272
1113,M01AH05,2273
1618,M01AH06,2274
5240,M01AH07,2275
1863,M01AX01,2276
1925,M01AX02,2277
266,M01AX04,2278
1307,M01AX05,2279
3881,M01AX07,2280
2311,M01AX13,2281
1935,M01AX17,2282
1169,M01AX18,2283
849,M01AX21,2284
4672,M01AX22,2285
4728,M01AX23,2286
2005,M01AX24,2287
4103,M01AX25,2288
3413,M01CA03,2289
4706,M01CB01,2290
4707,M01CB02,2291
4122,M01CB03,2292
4349,M01CB04,2293
4767,M01CB05,2294
2081,M01CC01,2295
414,M01CC02,2296
2145,M02AA01,2297
1828,M02AA02,2298
4335,M02AA03,2299
2036,M02AA04,2300
3881,M02AA05,2301
3211,M02AA06,2302
2210,M02AA07,2303
1141,M02AA08,2304
3047,M02AA09,2305
1528,M02AA10,2306
303,M02AA11,2307
1883,M02AA12,2308
1407,M02AA13,2309
1165,M02AA14,2310
865,M02AA15,2311
1169,M02AA16,2312
1925,M02AA17,2313
1650,M02AA18,2314
1219,M02AA19,2315
2699,M02AA21,2316
2547,M02AA22,2317
1440,M02AA23,2318
1924,M02AA24,2319
43,M02AA25,2320
1935,M02AA26,2321
833,M02AA27,2322
2165,M02AA28,2323
5060,M02AA29,2324
3064,M02AB01,2325
4342,M02AB02,2326
2695,M02AX02,2327
906,M02AX03,2328
1418,M02AX05,2329
2703,M02AX06,2330
109,M03AA01,2331
2781,M03AA02,2332
908,M03AA04,2333
2489,M03AB01,2334
2052,M03AC01,2335
1273,M03AC02,2336
2811,M03AC03,2337
259,M03AC04,2338
1365,M03AC05,2339
2183,M03AC06,2340
2974,M03AC07,2341
4535,M03AC08,2342
2396,M03AC09,2343
1822,M03AC10,2344
661,M03AC11,2345
2137,M03BA01,2346
509,M03BA02,2347
1747,M03BA03,2348
2485,M03BA04,2349
1135,M03BA05,2350
603,M03BB02,2351
626,M03BB03,2352
282,M03BX01,2353
2683,M03BX02,2354
2263,M03BX03,2355
2703,M03BX04,2356
4731,M03BX05,2357
1691,M03BX06,2358
2614,M03BX07,2359
751,M03BX08,2360
1022,M03BX09,2361
2151,M03BX30,2362
780,M03CA01,2363
124,M04AA01,2364
2682,M04AA02,2365
1137,M04AA03,2366
2268,M04AB01,2367
2528,M04AB02,2368
318,M04AB03,2369
1488,M04AB04,2370
5075,M04AB05,2371
726,M04AC01,2372
3101,M04AC02,2373
5176,M04AX02,2374
1098,M05BA01,2375
690,M05BA02,2376
2048,M05BA03,2377
112,M05BA04,2378
2666,M05BA05,2379
1404,M05BA06,2380
2387,M05BA07,2381
2868,M05BA08,2382
5024,M05BC01,2383
5175,M05BC02,2384
1477,M05BX01,2385
4495,M05BX02,2386
4714,M05BX03,2387
4965,M05BX04,2388
5282,M05BX05,2389
5362,M05BX06,2390
4570,M09AA01,2391
5131,M09AB01,2392
5051,M09AB02,2393
3957,M09AX01,2394
4872,M09AX03,2395
5182,M09AX06,2396
5207,M09AX07,2397
5357,M09AX08,2398
5332,M09AX09,2399
5407,M09AX10,2400
4417,N01AA01,2401
3645,N01AA02,2402
1356,N01AB01,2403
4363,N01AB02,2404
1009,N01AB04,2405
3628,N01AB05,2406
1493,N01AB06,2407
811,N01AB07,2408
2439,N01AB08,2409
1748,N01AF01,2410
1369,N01AF02,2411
2633,N01AF03,2412
3791,N01AG01,2413
1164,N01AH01,2414
114,N01AH02,2415
2491,N01AH03,2416
3441,N01AH04,2417
220,N01AH05,2418
2363,N01AH06,2419
1523,N01AX03,2420
3494,N01AX04,2421
133,N01AX05,2422
1109,N01AX07,2423
2302,N01AX10,2424
4566,N01AX11,2425
4238,N01AX13,2426
4468,N01AX14,2427
4369,N01AX15,2428
4658,N01BA01,2429
2271,N01BA02,2430
2610,N01BA03,2431
605,N01BA04,2432
323,N01BA05,2433
432,N01BB01,2434
1579,N01BB02,2435
1700,N01BB03,2436
2265,N01BB04,2437
3691,N01BB05,2438
859,N01BB06,2439
1097,N01BB07,2440
3070,N01BB08,2441
2403,N01BB09,2442
4,N01BB10,2443
723,N01BC01,2444
3196,N01BX01,2445
974,N01BX02,2446
4266,N01BX03,2447
