Entrez	GeneSymbol	GeneType	UMLS_CUI	Disease	TraitType	Cluster
7249	TSC2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
8349	H2BC21	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
208	AKT2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
5328	PLAU	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
2494	NR5A2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5265	SERPINA1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
5609	MAP2K7	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
3651	PDX1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
3718	JAK3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
284	ANGPT1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_15
285	ANGPT2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
595	CCND1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
11200	CHEK2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
301	ANXA1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
308	ANXA5	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
1019	CDK4	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
699	BUB1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
2034	EPAS1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
3880	KRT19	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
2956	MSH6	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
1647	GADD45A	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
332	BIRC5	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
1111	CHEK1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
1030	CDKN2B	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
2258	FGF13	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_16
2263	FGFR2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
3442	IFNA5	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_8
3445	IFNA8	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_17
3574	IL7	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_18
3600	IL15	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
3630	INS	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5443	POMC	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_19
5889	RAD51C	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
6591	SNAI2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
6752	SSTR2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_20
7042	TGFB2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
10018	BCL2L11	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
285282	RABL3	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
355	FAS	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
356	FASLG	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
8795	TNFRSF10B	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
8837	CFLAR	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
3172	HNF4A	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
2202	EFEMP1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_21
5604	MAP2K1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
11186	RASSF1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5595	MAPK3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
5744	PTHLH	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_22
2641	GCG	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_23
5329	PLAUR	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
675	BRCA2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5932	RBBP8	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
6935	ZEB1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
8000	PSCA	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_24
10232	MSLN	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_25
546	ATRX	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
558	AXL	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
4170	MCL1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
3815	KIT	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
1048	CEACAM5	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_26
27086	FOXP1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
890	CCNA2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
891	CCNB1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
3082	HGF	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
8314	BAP1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5909	RAP1GAP	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
7057	THBS1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
6513	SLC2A1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
2735	GLI1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
4233	MET	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
10000	AKT3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
8797	TNFRSF10A	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
4763	NF1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
5743	PTGS2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
6662	SOX9	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
2321	FLT1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
4015	LOX	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5979	RET	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
7297	TYK2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
4061	LY6E	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_27
3486	IGFBP3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
6347	CCL2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_28
1958	EGR1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
4613	MYCN	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
4072	EPCAM	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_29
4221	MEN1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
1806	DPYD	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
1209	CLPTM1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_30
6364	CCL20	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_31
1268	CNR1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5154	PDGFA	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_32
5155	PDGFB	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
2247	FGF2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
6751	SSTR1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_33
6753	SSTR3	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_9
6755	SSTR5	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_34
3439	IFNA1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_35
1437	CSF2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_36
5196	PF4	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
6387	CXCL12	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
9429	ABCG2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_37
23038	WDTC1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_38
54894	RNF43	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
84133	ZNRF3	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_39
3479	IGF1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
1890	TYMP	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
7076	TIMP1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_40
4893	NRAS	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_41
1950	EGF	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
3707	ITPKB	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_42
2030	SLC29A1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_43
2056	EPO	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
3576	CXCL8	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
2919	CXCL1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
5054	SERPINE1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
100133941	CD24	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_44
2277	VEGFD	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
7424	VEGFC	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_45
81037	CLPTM1L	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_46
3627	CXCL10	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_47
54465	ETAA1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_48
5617	PRL	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_49
5349	FXYD3	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
3569	IL6	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_50
3481	IGF2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
3440	IFNA2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_8
3443	IFNA6	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_8
3451	IFNA17	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_8
3458	IFNG	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_51
3558	IL2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_52
3567	IL5	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_53
3589	IL11	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_54
6847	SYCP1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_55
440686	H3-2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_56
5741	PTH	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_57
4318	MMP9	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
7145	TNS1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
6469	SHH	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_58
7980	TFPI2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_59
6690	SPINK1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_60
6750	SST	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_9
100532731	COMMD3-BMI1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_61
79783	SUGCT	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_62
11199	ANXA10	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_63
1026	CDKN1A	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_6
6622	SNCA	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
2	A2M	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
348	APOE	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
351	APP	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
1022	CDK7	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_6
3014	H2AX	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_5
3316	HSPB2	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
3553	IL1B	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_4
3565	IL4	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
3586	IL10	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
3845	KRAS	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
3952	LEP	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
4313	MMP2	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
4846	NOS3	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
7276	TTR	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
7372	UMPS	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
8626	TP63	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_4
3383	ICAM1	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
324	APC	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
472	ATM	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_5
1029	CDKN2A	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_6
2064	ERBB2	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
5888	RAD51	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_5
7490	WT1	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
4790	NFKB1	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
1956	EGFR	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
7158	TP53BP1	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_5
7514	XPO1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
1017	CDK2	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_6
2335	FN1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
4436	MSH2	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_5
6772	STAT1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
6777	STAT5B	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
7412	VCAM1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
6648	SOD2	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
335	APOA1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
5970	RELA	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
1158	CKM	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
4171	MCM2	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
5984	RFC4	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_5
8726	EED	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
25	ABL1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
58	ACTA1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
142	PARP1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
598	BCL2L1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_4
672	BRCA1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
842	CASP9	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_4
847	CAT	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_1
894	CCND2	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_6
983	CDK1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_6
1027	CDKN1B	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_6
1385	CREB1	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
1499	CTNNB1	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
2065	ERBB3	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
2353	FOS	predicted	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_2
2475	MTOR	seed	C0007102	Malignant_tumor_of_colon	Complex Disease	Malignant_tumor_of_colon_3
